children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,purpose_short
0,395710.5277164256,56,secondary education,1,widow / widower,2,F,retiree,0,227668.28334639675,purchase of the house for my family,house
0,,67,secondary education,1,civil partnership,1,F,employee,0,,to have a wedding,wedding
0,-7611.379708475522,65,secondary education,1,married,0,F,partner,0,74849.79889250448,buy residential real estate,estate
3,-962.1152331392874,38,secondary education,1,married,0,M,partner,1,376798.5690553683,buy residential real estate,estate
0,-14447.661078047651,59,secondary education,1,married,0,F,civil servant,0,107702.31224498994,real estate transactions,estate
0,,40,secondary education,1,married,0,F,civil servant,0,,buy residential real estate,estate
0,,21,secondary education,1,civil partnership,1,F,employee,0,,buying property for renting out,property
1,-878.8497488853668,27,masters degree,0,married,0,M,employee,0,108785.85432399376,car,car
0,353370.10849124147,61,secondary education,1,married,0,F,retiree,0,104381.85716992377,second-hand car purchase,car
0,-2530.104519375276,46,secondary education,1,civil partnership,1,F,partner,0,261937.40798094784,buying my own car,car
0,374265.9504229159,45,secondary education,1,married,0,F,retiree,0,279693.09915046504,purchase of the house,house
0,-6937.430783205367,45,secondary education,1,divorced,3,F,employee,0,206203.86632154929,construction of own property,property
1,-1315.3500571696966,23,secondary education,1,married,0,F,employee,0,99468.29048429008,buying property for renting out,property
0,344572.29187785485,53,secondary education,1,civil partnership,1,M,retiree,0,113160.25131253788,transactions with my real estate,estate
0,-4067.971408828568,63,secondary education,1,married,0,F,employee,0,127742.92532741163,property renovation,property
0,-2999.198877561363,37,secondary education,1,civil partnership,1,F,employee,0,103418.3444101888,to become educated,education
0,-2406.3817520038897,49,secondary education,1,unmarried,4,F,partner,0,152095.95396043046,construction of own property,property
0,-1289.4257503571134,59,primary education,3,married,0,F,employee,0,53953.638403381454,buying a second-hand car,car
0,-4172.361774909146,28,secondary education,1,unmarried,4,M,employee,0,244123.3134733909,supplementary education,education
0,-636.5214911543408,43,masters degree,0,married,0,F,employee,0,89554.94051585633,transactions with my real estate,estate
1,-1616.4794026466657,52,secondary education,1,civil partnership,1,M,employee,0,199631.18559990948,wedding ceremony,wedding
0,-1167.1464381930796,50,Masters Degree,0,married,0,M,partner,0,516062.8844874904,buying property for renting out,property
0,,55,masters degree,0,married,0,M,partner,0,,transactions with the residential real estate,estate
1,-1745.212096978851,45,secondary education,1,married,0,F,partner,0,105707.2515015124,housing transactions,house
1,-3285.7849651585784,38,secondary education,1,married,0,F,partner,0,136792.7876639828,getting an education,education
0,-561.3141507376512,46,masters degree,0,unmarried,4,F,partner,0,399440.8971502191,buy commercial real estate,estate
0,-4210.206284680522,33,masters degree,0,married,0,F,partner,0,94555.13007408744,purchase of the house for my family,house
0,-197.00324917271087,40,MASTERS DEGREE,0,divorced,3,M,employee,0,157729.20618161894,property,property
0,-2866.1213286760217,30,secondary education,1,civil partnership,1,M,employee,1,99040.90624469264,university education,education
0,-3194.9660651965746,32,masters degree,0,married,0,M,employee,0,282803.7208640541,getting higher education,education
0,383454.38455226633,59,secondary education,1,unmarried,4,F,retiree,0,142810.695316538,supplementary education,education
1,331693.494994218,64,secondary education,1,divorced,3,F,retiree,0,99844.29071363145,supplementary education,education
1,-1018.1435372225136,46,secondary education,1,civil partnership,1,F,employee,0,85221.66599502754,to have a wedding,wedding
0,358553.23209237563,68,secondary education,1,married,0,F,retiree,0,72093.49750206023,transactions with the residential real estate,estate
0,-441.5964962371245,31,masters degree,0,unmarried,4,F,partner,0,282988.2632786394,profile education,education
0,364668.0154983618,68,secondary education,1,divorced,3,F,retiree,0,86308.75097068398,education,education
0,-899.6856813830016,0,secondary education,1,civil partnership,1,F,employee,0,76376.50092451916,having a wedding,wedding
1,-4098.801383540779,32,secondary education,1,married,0,M,civil servant,0,318452.8662251311,cars,car
0,-3543.8524711894797,44,masters degree,0,divorced,3,M,employee,0,373379.9634298124,building a real estate,estate
0,-235.0784304571869,35,SECONDARY EDUCATION,1,divorced,3,F,employee,0,247208.47211619336,to own a car,car
0,391094.0874000937,57,secondary education,1,widow / widower,2,F,retiree,1,155902.46195398687,getting higher education,education
0,-7268.925720053427,46,secondary education,1,married,0,F,employee,0,71017.39715965744,housing transactions,house
0,-3193.999864504008,45,secondary education,1,married,0,F,partner,0,161807.10648966927,getting higher education,education
0,-2598.9811286750746,70,secondary education,1,civil partnership,1,F,partner,0,118699.41524003506,to get asupplementary education,education
0,-2608.6914660779235,56,secondary education,1,married,0,M,partner,0,108260.8228986182,housing,house
0,360224.5761659368,60,secondary education,1,divorced,3,F,retiree,0,197628.2842103541,housing,house
1,-724.7727466273532,24,bachelor degree,2,unmarried,4,M,employee,0,114500.10279101224,second-hand car purchase,car
0,-725.9575381891954,29,masters degree,0,unmarried,4,F,employee,0,164694.6850360517,property renovation,property
1,,23,secondary education,1,married,0,M,employee,0,,building a real estate,estate
0,,64,secondary education,1,married,0,F,retiree,0,,housing,house
0,-9060.03550351618,59,secondary education,1,married,0,F,employee,0,217072.15793973085,transactions with the residential real estate,estate
1,-590.5528427746409,32,bachelor degree,2,married,0,F,partner,0,381383.9963408348,to own a car,car
0,,34,masters degree,0,married,0,F,partner,0,,education,education
0,,63,secondary education,1,married,0,F,retiree,0,,buy real estate,estate
0,-699.7049230975251,33,secondary education,1,married,0,M,employee,0,329892.3660592861,buying property for renting out,property
0,-4965.082131001986,50,secondary education,1,married,0,M,partner,0,416991.4145434497,purchase of the house for my family,house
0,-291.18624019141066,33,secondary education,1,married,0,M,employee,0,374258.0307134922,building a real estate,estate
0,-5533.317145204255,42,MASTERS DEGREE,0,civil partnership,1,F,partner,0,213537.23557455337,purchase of the house for my family,house
1,-3422.035167235177,34,secondary education,1,married,0,M,employee,0,214055.93341121048,buying property for renting out,property
0,350516.1315747195,57,secondary education,1,married,0,M,retiree,0,69196.29238754844,car purchase,car
0,-4881.5607939932925,54,secondary education,1,married,0,F,partner,0,116631.3310864465,construction of own property,property
0,384710.28497716726,56,primary education,3,married,0,F,retiree,0,114348.30757311633,buying my own car,car
1,-4488.4027204851545,38,secondary education,1,married,0,F,partner,0,118908.286624128,purchase of my own house,house
3,-97.07071666935316,34,secondary education,1,civil partnership,1,F,employee,0,245066.56271876983,housing,house
0,-3436.3145099895646,35,masters degree,0,unmarried,4,F,partner,0,133118.72895604154,buying my own car,car
2,-1784.3817310315158,47,MASTERS DEGREE,0,married,0,F,partner,0,197349.4365235108,buying property for renting out,property
1,-3764.763454320055,35,secondary education,1,unmarried,4,F,partner,0,148109.42160541378,property renovation,property
0,-2412.7321985979424,46,bachelor degree,2,unmarried,4,M,partner,0,110521.7858197284,building a property,property
0,-830.3301901816292,45,secondary education,1,civil partnership,1,F,civil servant,0,91253.5067075368,to own a car,car
1,-4032.401317155489,48,secondary education,1,married,0,M,employee,0,330638.6616286927,to become educated,education
0,-3268.927200974544,27,secondary education,1,unmarried,4,F,civil servant,0,100295.5916488034,buy commercial real estate,estate
0,-232.98095329726925,29,masters degree,0,married,0,F,employee,0,210798.45234042907,transactions with my real estate,estate
0,-3281.866473211226,47,masters degree,0,unmarried,4,F,partner,1,163126.6305344731,car purchase,car
0,-2523.995618890788,40,masters degree,0,civil partnership,1,M,partner,0,551431.113222784,getting higher education,education
2,-3545.9554677527417,45,secondary education,1,married,0,M,employee,0,88112.10588746081,to own a car,car
0,-1402.2690942610875,50,MASTERS DEGREE,0,married,0,M,employee,0,174045.72428420954,to become educated,education
0,,61,masters degree,0,married,0,F,retiree,0,,purchase of a car,car
0,-293.5916390900556,57,SECONDARY EDUCATION,1,married,0,M,employee,0,117138.35884933163,education,education
0,-462.295691542068,41,secondary education,1,widow / widower,2,F,employee,0,137468.34881787383,property renovation,property
1,-3215.4323789094965,30,secondary education,1,divorced,3,M,partner,0,101945.63432973623,profile education,education
0,-2589.3151842099205,38,secondary education,1,married,0,F,civil servant,0,106848.3473008461,to get asupplementary education,education
0,-5462.582204374546,48,masters degree,0,civil partnership,1,F,employee,0,154464.73550658772,wedding ceremony,wedding
0,-2371.6878137042763,58,masters degree,0,married,0,M,partner,0,391186.9135471956,housing,house
0,-2499.066622255349,44,secondary education,1,married,0,F,partner,0,98360.18596984682,transactions with the residential real estate,estate
0,-516.2398844052393,48,bachelor degree,2,married,0,F,civil servant,0,365850.92846563744,education,education
0,-1479.1332027410074,36,secondary education,1,unmarried,4,F,employee,0,50618.65371533629,to own a car,car
0,-428.558852902601,36,secondary education,1,civil partnership,1,F,employee,0,178376.21302991023,going to university,education
1,-177.0585345196489,25,secondary education,1,married,0,M,employee,0,192454.27376901184,getting an education,education
0,368948.6649889818,65,MASTERS DEGREE,0,married,0,M,retiree,0,190128.5426641889,supplementary education,education
0,-1449.248551611788,28,secondary education,1,civil partnership,1,F,employee,0,93159.25382002223,wedding ceremony,wedding
0,399524.5738244524,51,masters degree,0,married,0,M,retiree,0,221102.2413977972,to buy a car,car
0,-8042.155240636795,39,secondary education,1,married,0,F,employee,0,110073.90652139172,construction of own property,property
1,-5707.836519201068,39,masters degree,0,civil partnership,1,F,civil servant,0,141770.52753061912,having a wedding,wedding
1,-276.49845259533265,37,masters degree,0,civil partnership,1,M,employee,0,171459.10209769034,wedding ceremony,wedding
1,-740.8557549641695,38,Secondary Education,1,married,0,M,employee,0,159329.26091082898,purchase of the house for my family,house
0,369733.7004046535,57,secondary education,1,civil partnership,1,F,retiree,0,244123.54173414543,profile education,education
0,-1506.9974325264402,27,masters degree,0,married,0,M,employee,0,397139.3854854749,to own a car,car
20,-4686.111676820254,36,secondary education,1,married,0,M,civil servant,0,258005.80400159903,buying a second-hand car,car
0,-1573.3266455695357,25,bachelor degree,2,unmarried,4,F,partner,0,134120.3989570894,buy commercial real estate,estate
0,354970.7807635612,58,secondary education,1,unmarried,4,F,retiree,0,73365.18016595294,buy real estate,estate
0,-2346.198133084837,28,secondary education,1,married,0,F,partner,0,104822.2418398097,going to university,education
1,-4897.985867101441,37,masters degree,0,civil partnership,1,F,employee,0,231207.24874674185,to become educated,education
1,-2936.691885478973,31,secondary education,1,married,0,M,partner,0,239459.20295851145,education,education
2,-1741.7999636272157,48,secondary education,1,married,0,F,partner,0,139292.0376488941,second-hand car purchase,car
0,-8765.226247931183,49,secondary education,1,civil partnership,1,F,employee,0,108610.6462264328,housing,house
0,370574.8051132001,65,primary education,3,married,0,F,retiree,0,77668.2059546964,building a real estate,estate
